"section","Frequency rank","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss EN","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_EN","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula EN","meaning fixed","Qal=1 EN","Nifal=2 EN","Piel=3 EN","Pual=4 EN","Hitpael=5 EN","Hifil=6 EN","Hofal=7 EN","Hishtafal=8 EN","Passive qal=9 EN","Etpaal=10 EN","Nitpael=11 EN","Hotpaal=12 EN","Tifal=13 EN","Hitpoal=14 EN","Poal=15 EN","Poel=16 EN"
,3321,5,4311,"MLL[","מלל I",,,,"geminate",", , , geminate","geminate","verb","piel qal","make signs",,,,,,"qal: make signs; pi: say, speak, utter;","qal: make signs; qal pass: 0; ni: 0; pi: say, speak, utter; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision","make signs",0,"say, speak, utter",0,0,0,0,0,0,0,0,0,0,0,0,0
,7301,1,4312,"MLLJ/","מִלֲלַי ",,,,,", , , ",,"nmpr",,"Milalai",,,,,"Milalai","Milalai",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7302,1,4313,"MLMD/","מַלְמָד ",,,,,", , , ",,"subs",,"ox-goad",,,,,"ox-goad","ox-goad",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7310,1,4314,"MLY[","מלץ ",,,,"regular",", , , regular","regular","verb","nif","be smooth",,,,,,"ni: be smooth;","qal: 0; qal pass: 0; ni: be smooth; pi: 0; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision",0,"be smooth",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5213,2,4315,"MLYR/","מֶלְצַר ",,,,,", , , ",,"subs",,"guardian",,,,,"guardian","guardian",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5209,2,4316,"MLQ[","מלק ",,,,"regular",", , , regular","regular","verb","qal","nip off",,,,,,"qal: nip off;","qal: nip off; qal pass: 0; ni: 0; pi: 0; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision","nip off",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2774,7,4317,"MLQWX/","מַלְקֹוחַ ",,,,,", , , ",,"subs",,"what is taken, booty, prey",,,,,"what is taken, booty, prey","what is taken, booty, prey",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2586,8,4318,"MLQWC/","מַלְקֹושׁ ",,,,,", , , ",,"subs",,"latter-rain, spring-rain",,,,,"latter-rain, spring-rain","latter-rain, spring-rain",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3017,6,4319,"MLQXJM/","מֶלְקָחַיִם I",,,,,", , , ",,"subs",,"snuffers",,,,,"snuffers","snuffers",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7303,1,4320,"MLQXJM=/","מַלְקֹחַיִם II",,,,,", , , ",,"subs",,"jaw",,,,,"jaw","jaw",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7304,1,4321,"MLTXH/","מֶלְתָּחָה ",,,,,", , , ",,"subs",,"wardrobe",,,,,"wardrobe","wardrobe",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7314,1,4322,"MMGRH/","מַמְּגֻרָה ",,,,,", , , ",,"subs",,"pond",,,,,"pond","pond",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7313,1,4323,"MMD/","מְמָד ",,,,,", , , ",,"subs",,"measurement",,,,,"measurement","measurement",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4284,3,4324,"MMWKN/","מְמוּכָן ",,,,,", , , ",,"nmpr",,"Memucan",,,,,"Memucan","Memucan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5217,2,4325,"MMWTJM/","מְמֹותִים ",,,,,", , , ",,"subs",,"death",,,,,"death","death",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5218,2,4326,"MMZR/","מַמְזֵר ",,,,,", , , ",,"subs",,"bastard",,,,,"bastard","bastard",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2286,10,4327,"MMKR/","מִמְכָּר ",,,,,", , , ",,"subs",,"what is sold, what is for sale, sale",,,"Mitchel_Sec5.BB (10)",,"selling, sale","selling, sale",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7315,1,4328,"MMKRT/","מִמְכֶּרֶת ",,,,,", , , ",,"subs",,"sale",,,,,"sale","sale",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sec1611",447,93,4329,"MMLKH/","מַמְלָכָה ",,,,,", , , ",,"subs",,"kingdom, dominion, reign",,,"Mitchel_Sec3.F (120-112)",,"kingdom, dominion, reign","kingdom, dominion, reign",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2424,9,4330,"MMLKWT/","מַמְלָכוּת ",,,,,", , , ",,"subs",,"kingdom, dominion, reign",,,,,"kingdom, dominion, reign","kingdom, dominion, reign",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1306,24,4331,"MMLKT/","מַמְלֶכֶת ",,,,,", , , ",,"subs",,"kingdom, dominion, reign",,,,,"kingdom, dominion, reign","kingdom, dominion, reign",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5215,2,4332,"MMSK/","מִמְסָךְ ",,,,,", , , ",,"subs",,"(mixed) wine",,,,,"(mixed) wine","(mixed) wine",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7316,1,4333,"MMR/","מֶמֶר ",,,,,", , , ",,"subs",,"bitterness",,,,,"bitterness","bitterness",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5214,2,4334,"MMR>/","מַמְרֵא I",,,,,", , , ",,"nmpr",,"Mamre",,,,,"Mamre","Mamre",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2588,8,4335,"MMR>=/","מַמְרֵא II",,,,,", , , ",,"nmpr",,"Mamre",,,,,"Mamre","Mamre",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7317,1,4336,"MMRWRJM/","מַמְּרֹורִים ",,,,,", , , ",,"subs",,"bitter things",,,,,"bitter things","bitter things",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7312,1,4337,"MMCX/","מִמְשַׁח ",,,,,", , , ",,"subs",,"<uncertain>",,,,,"(uncertain)","(uncertain)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4282,3,4338,"MMCL/","מִמְשָׁל ",,,,,", , , ",,"subs",,"dominion, ruler",,,,,"dominion, ruler","dominion, ruler",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4283,3,4339,"MMCLH/","מֶמְשָׁלָה ",,,,,", , , ",,"subs",,"dominion, might",,,"Mitchel_Sec5.U (17)",,"dominion, might","dominion, might",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1878,14,4340,"MMCLT/","מֶמְשֶׁלֶת ",,,,,", , , ",,"subs",,,,,,,"dominion, might","dominion, might",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7311,1,4341,"MMCQ/","מִמְשָׁק ",,,,,", , , ",,"subs",,"<uncertain>",,,,,"(uncertain)","(uncertain)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5216,2,4342,"MMTQJM/","מַמְתַקִּים ",,,,,", , , ",,"subs",,"sweetness, sweet things",,,,,"sweetness, sweet things","sweetness, sweet things",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sec0123",6,7562,4343,"MN","מִן I",,,,,", , , ",,"prep",,"from, out of",,,"Mitchel_Sec1.B (2199-1000)",,"from, out of, part of, because of (prep); than (comp)","from, out of, part of, because of (prep); than (comp)",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1962,13,4344,"MN/","מָן I",,,,,", , , ",,"subs",,"manna",,,"Mitchel_Sec5.X (14)",,"manna","manna",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7321,1,4345,"MN=","מָן II",,,,,", , , ",,"prin",,"what",,,,,"what","what",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7322,1,4346,"MN=/","מֵן II",,,,,", , , ",,"subs",,"string",,,,,"string","string",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7323,1,4347,"MN==/","מֵן III",,,,,", , , ",,"subs",,"<uncertain>",,,,,"(uncertain)","(uncertain)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7324,1,4348,"MNGJNH/","מַנְגִּינָה ",,,,,", , , ",,"subs",,"mocking song",,,,,"mocking song","mocking song",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2068,12,4349,"MNH/","מָנָה I",,,,,", , , ",,"subs",,"portion, part",,,"Mitchel_Sec5.Y (13)",,"portion, part, share","portion, part, share",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3322,5,4350,"MNH=/","מָנֶה II",,,,,", , , ",,"subs",,"mina <measure of weight>",,,,,"mina (measure of weight)","mina (measure of weight)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5219,2,4351,"MNH==/","מֹנֶה III",,,,,", , , ",,"subs",,"(counted) number, time",,,,,"(counted) number, time","(counted) number, time",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1197,27,4352,"MNH[","מנה ",,,"iii-hey",,", , iii-hey, ","iii-hey","verb","nif piel pual qal","count, number",,,"Mitchel_Sec5.K (30-29)",,,"qal: count, number; ni: be counted, be countable; pi: appoint, ordain; pu: be appointed;","qal: count, number; qal pass: 0; ni: be counted, be countable; pi: appoint, ordain; pu: be appointed; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","Q=1","count, number","be counted, be countable","appoint, ordain","be appointed",0,0,0,0,0,0,0,0,0,0,0,0
,5220,2,4353,"MNHG/","מִנְהָג ",,,,,", , , ",,"subs",,"driving, charioteering",,,,,"driving, charioteering","driving, charioteering",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7325,1,4354,"MNHRH/","מִנְהָרָה ",,,,,", , , ",,"subs",,"store",,,,,"store","store",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7329,1,4355,"MNWD/","מָנֹוד ",,,,,", , , ",,"subs",,"(head-)shaking",,,,,"(head-)shaking","(head-)shaking",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2775,7,4356,"MNWX/","מָנֹוחַ I",,,,,", , , ",,"subs",,"resting-place",,,,,"resting-place","resting-place",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1567,18,4357,"MNWX=/","מָנֹוחַ II",,,,,", , , ",,"nmpr",,"Manoah",,,"Mitchel_Sec5.T (18)",,"Manoah","Manoah",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1431,21,4358,"MNWXH/","מְנוּחָה ",,,,,", , , ",,"subs",,"resting-place, rest",,,"Mitchel_Sec5.Q (21)",,"resting-place, rest","resting-place, rest",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7330,1,4359,"MNWN/","מָנֹון ",,,,,", , , ",,"subs",,"<uncertain>",,,,,"(uncertain)","(uncertain)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2589,8,4360,"MNWS/","מָנֹוס ",,,,,", , , ",,"subs",,"place of escape, refuge",,,,,"place of escape, refuge","place of escape, refuge",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5222,2,4361,"MNWSH/","מְנוּסָה ",,,,,", , , ",,"subs",,"flight",,,,,"flight","flight",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3718,4,4362,"MNWR/","מָנֹור ",,,,,", , , ",,"subs",,"weaver's beam",,,,,"weaver's beam","weaver's beam",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,860,42,4363,"MNWRH/","מְנֹורָה ",,,,,", , , ",,"subs",,"lampstand",,,"Mitchel_Sec5.D (43-42)",,"lampstand","lampstand",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7333,1,4364,"MNZRJM/","מִנְּזָרִים ",,,,,", , , ",,"subs",,"guardsmen",,,,,"guardsmen","guardsmen",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sec1017",236,211,4365,"MNXH/","מִנְחָה ",,,,,", , , ",,"subs",,"gift, tribute; offering",,,"Mitchel_Sec2.E (219-200)",,"gift, tribute; offering","gift, tribute; offering",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2590,8,4366,"MNXM/","מְנַחֵם ",,,,,", , , ",,"nmpr",,"Menahem",,,,,"Menahem","Menahem",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5223,2,4367,"MNXT/","מָנַחַת I",,,,,", , , ",,"nmpr",,"Manahath",,,,,"Manahath","Manahath",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7331,1,4368,"MNXT=/","מָנָחַת II",,,,,", , , ",,"nmpr",,"Manahath",,,,,"Manahath","Manahath",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7332,1,4369,"MNXTJ/","מָנַחְתִּי ",,,,,", , , ",,"adjv",,"Manahathite",,,,,"Manahathite","Manahathite",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7326,1,4370,"MNJ/","מְנִי I",,,,,", , , ",,"nmpr",,"destiny",,,,,"destiny","destiny",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7327,1,4371,"MNJ=/","מִנִּי II",,,,,", , , ",,"nmpr",,"Minni",,,,,"Minni","Minni",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4285,3,4372,"MNJMJN/","מִנְיָמִין ",,,,,", , , ",,"nmpr",,"Miniamin",,,,,"Miniamin","Miniamin",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5221,2,4373,"MNJT/","מִנִּית ",,,,,", , , ",,"nmpr",,"Minnith",,,,,"Minnith","Minnith",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7328,1,4374,"MNLM/","מִנְלָם ",,,,,", , , ",,"subs",,"<uncertain>",,,,,"(uncertain)","(uncertain)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1148,29,4375,"MN<[","מנע ",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","nif qal","hold back, withhold",,,"Mitchel_Sec5.K (30-29)",,,"qal: retain, withhold; ni: be withheld;","qal: retain, withhold; qal pass: 0; ni: be withheld; pi: 0; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","Q=1","retain, withhold","be withheld",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3019,6,4376,"MN<WL/","מַנְעוּל ",,,,,", , , ",,"subs",,"lock, bolt",,,,,"lock, bolt","lock, bolt",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7318,1,4377,"MN<L/","מִנְעָל ",,,,,", , , ",,"subs",,"lock, bolt",,,,,"lock, bolt","lock, bolt",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7319,1,4378,"MN<MJM/","מַנְעַמִּים ",,,,,", , , ",,"subs",,"dainties",,,,,"dainties","dainties",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7320,1,4379,"MN<N<JM/","מְנַעַנְעִים ",,,,,", , , ",,"subs",,"sistrum, rattle <musical instrument>",,,,,"sistrum, rattle (musical instrument)","sistrum, rattle (musical instrument)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3717,4,4380,"MNQJT/","מְנַקִּית ",,,,,", , , ",,"subs",,"sacrificial bowl",,,,,"sacrificial bowl","sacrificial bowl",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sec1311",310,146,4381,"MNCH/","מְנַשֶּׁה ",,,,,", , , ",,"nmpr",,"Manasseh",,,"Mitchel_Sec3.C (159-144)",,"Manasseh","Manasseh",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3716,4,4382,"MNCJ/","מְנַשִּׁי ",,,,,", , , ",,"adjv",,"Manassite",,,,,"Manassite","Manassite",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2425,9,4383,"MNT/","מְנָת ",,,,,", , , ",,"subs",,"portion",,,,,"portion","portion",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1340,23,4384,"MS/","מַס I",,,,,", , , ",,"subs",,"forced labour; task-workers <collective>",,,"Mitchel_Sec5.O (23)",,"compulsory labor","compulsory labor",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7401,1,4385,"MS=/","מָס II",,,,,", , , ",,"subs",,"<uncertain>",,,,,"(uncertain)","(uncertain)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3727,4,4386,"MSB/","מֵסַב ",,,,,", , , ",,"subs",,"surrounding; round table; round about",,,,,"surrounding; round table; round about","surrounding; round table; round about",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7402,1,4387,"MSBH/","מְסִבָּה ",,,,,", , , ",,"subs",,"roundabout; round about",,,,,"roundabout; round about","roundabout; round about",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4296,3,4388,"MSGR/","מַסְגֵּר I",,,,,", , , ",,"subs",,"dungeon",,,,,"dungeon","dungeon",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3728,4,4389,"MSGR=/","מַסְגֵּר II",,,,,", , , ",,"subs",,"bulwark-maker",,,,,"bulwark-maker","bulwark-maker",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1648,17,4390,"MSGRT/","מִסְגֶּרֶת ",,,,,", , , ",,"subs",,"bulwark",,,"Mitchel_Sec5.U (17)",,"dungeon","dungeon",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7403,1,4391,"MSD/","מַסַּד ",,,,,", , , ",,"subs",,"foundation",,,,,"foundation","foundation",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7404,1,4392,"MSDRWN/","מִסְדְּרֹון ",,,,,", , , ",,"subs",,"privy?; air-hole?",,,,,"privy?; air-hole?","privy?; air-hole?",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4297,3,4393,"MSH/","מַסָּה I",,,,,", , , ",,"subs",,"proving, trial, test",,,,,"proving, trial, test","proving, trial, test",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7405,1,4394,"MSH=/","מִסָּה II",,,,,", , , ",,"subs",,"measure; as much as",,,,,"measure; as much as","measure; as much as",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7406,1,4395,"MSH==/","מַסָּה III",,,,,", , , ",,"subs",,"despair",,,,,"despair","despair",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3331,5,4396,"MSH===/","מַסָּה IV",,,,,", , , ",,"nmpr",,"Massah",,,,,"Massah","Massah",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3729,4,4397,"MSH[","מסה ",,,"iii-hey",,", , iii-hey, ","iii-hey","verb","hif","dissolve, melt",,,,,,"hi: dissolve, melt;","qal: 0; qal pass: 0; ni: 0; pi: 0; pu: 0; hit: 0; hi: dissolve, melt; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision",0,0,0,0,0,"dissolve, melt",0,0,0,0,0,0,0,0,0,0
,4300,3,4398,"MSWH/","מַסְוֶה ",,,,,", , , ",,"subs",,"veil, mask",,,,,"veil, mask","veil, mask",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7417,1,4399,"MSWKH/","מְסוּכָה ",,,,,", , , ",,"subs",,"hedge",,,,,"hedge","hedge",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7418,1,4400,"MSX","מַסָּח ",,,,,", , , ",,"advb",,"alternately",,,,,"alternately","alternately",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7419,1,4401,"MSXR/","מִסְחַר ",,,,,", , , ",,"subs",,"<uncertain>",,,,,"(uncertain)","(uncertain)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1262,25,4402,"MSK/","מָסָךְ I",,,,,", , , ",,"subs",,"covering, screen",,,"Mitchel_Sec5.M (26-25)",,"covering, curtain","covering, curtain",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7407,1,4403,"MSK=/","מֶסֶךְ II",,,,,", , , ",,"subs",,"mixture",,,,,"mixture","mixture",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3332,5,4404,"MSK[","מסך ",,,,"regular",", , , regular","regular","verb","qal","mix",,,,,,"qal: mix;","qal: mix; qal pass: 0; ni: 0; pi: 0; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision","mix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1263,25,4405,"MSKH/","מַסֵּכָה I",,,,,", , , ",,"subs",,"molten metal, molten image",,,"Mitchel_Sec5.M (26-25)",,"cast image; drink offering","cast image; drink offering",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5247,2,4406,"MSKH=/","מַסֵּכָה II",,,,,", , , ",,"subs",,"covering",,,,,"covering","covering",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7408,1,4407,"MSKH==/","מַסֵּכָה III",,,,,", , , ",,"subs",,"libation?",,,,,"libation?","libation?",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7409,1,4408,"MSKH===/","מְסֻכָה IV",,,,,", , , ",,"subs",,"covering",,,,,"covering","covering",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3730,4,4409,"MSKN/","מִסְכֵּן ",,,,,", , , ",,"adjv",,"needy, poor",,,,,"needy, poor","needy, poor",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2780,7,4410,"MSKNWT/","מִסְכְּנֹות ",,,,,", , , ",,"subs",,"storage-places",,,,,"storage-places","storage-places",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7410,1,4411,"MSKNT/","מִסְכֵּנֻת ",,,,,", , , ",,"subs",,"poverty",,,,,"poverty","poverty",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5248,2,4412,"MSKT/","מַסֶּכֶת ",,,,,", , , ",,"subs",,"warp-threads",,,,,"warp-threads","warp-threads",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1198,27,4413,"MSLH/","מְסִלָּה ",,,,,", , , ",,"subs",,"highway, course",,,"Mitchel_Sec5.L (28-27)",,"road, highway","road, highway",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7411,1,4414,"MSLWL/","מַסְלוּל ",,,,,", , , ",,"subs",,"highway",,,,,"highway","highway",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4298,3,4415,"MSMR/","מַסְמֵר ",,,,,", , , ",,"subs",,"nail",,,,,"nail","nail",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1432,21,4416,"MSS[","מסס ",,,,"geminate",", , , geminate","geminate","verb","hif nif qal","melt",,,"Mitchel_Sec5.Q (21)",,,"qal: lose courage; ni: dissolve; hi: cause to melt;","qal: lose courage; qal pass: 0; ni: dissolve; pi: 0; pu: 0; hit: 0; hi: cause to melt; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","N=2","lose courage","dissolve",0,0,0,"cause to melt",0,0,0,0,0,0,0,0,0,0
,2072,12,4417,"MS</","מַסַּע I",,,,,", , , ",,"subs",,"breaking (camp), setting out; journey",,,"Mitchel_Sec5.Z (12)",,"departure, breaking (camp)","departure, breaking (camp)",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5246,2,4418,"MS<=/","מַסָּע II",,,,,", , , ",,"subs",,"quarry-stone",,,,,"quarry-stone","quarry-stone",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7400,1,4419,"MS<D/","מִסְעָד ",,,,,", , , ",,"subs",,"<uncertain>",,,,,"(uncertain)","(uncertain)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1728,16,4420,"MSPD/","מִסְפֵּד ",,,,,", , , ",,"subs",,"wailing",,,"Mitchel_Sec5.V (16)",,"mourning (rites)","mourning (rites)",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3333,5,4421,"MSPW>/","מִסְפֹּוא ",,,,,", , , ",,"subs",,"fodder",,,,,"fodder","fodder",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5249,2,4422,"MSPXWT/","מִסְפָּחֹות ",,,,,", , , ",,"subs",,"veils",,,,,"veils","veils",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4299,3,4423,"MSPXT/","מִסְפַּחַת ",,,,,", , , ",,"subs",,"scab",,,,,"scab","scab",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sec1410",340,134,4424,"MSPR/","מִסְפָּר I",,,,,", , , ",,"subs",,"number, tale",,,"Mitchel_Sec3.D (143-134)",,"number, tale","number, tale",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7412,1,4425,"MSPR=/","מִסְפָּר II",,,,,", , , ",,"nmpr",,"Mispar",,,,,"Mispar","Mispar",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7413,1,4426,"MSPRT/","מִסְפֶּרֶת ",,,,,", , , ",,"nmpr",,"Mispereth",,,,,"Mispereth","Mispereth",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5250,2,4427,"MSR[","מסר ",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","nif qal","deliver up",,,,,,"qal: deliver up; ni: be assigned to;","qal: deliver up; qal pass: 0; ni: be assigned to; pi: 0; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision","deliver up","be assigned to",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5251,2,4428,"MSRWT/","מֹסֵרֹות ",,,,,", , , ",,"nmpr",,"Moseroth",,,,,"Moseroth","Moseroth",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
