"section","Frequency rank","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss EN","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_EN","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula EN","meaning fixed","Qal=1 EN","Nifal=2 EN","Piel=3 EN","Pual=4 EN","Hitpael=5 EN","Hifil=6 EN","Hofal=7 EN","Hishtafal=8 EN","Passive qal=9 EN","Etpaal=10 EN","Nitpael=11 EN","Hotpaal=12 EN","Tifal=13 EN","Hitpoal=14 EN","Poal=15 EN","Poel=16 EN"
,4752,2,1095,"B<WT/","בִּעוּת ",,,,,", , , ",,"subs",,"terror",,,,,"terror","terror",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1363,22,1096,"B<Z/","בֹּעַז I",,,,,", , , ",,"nmpr",,"Boaz",,,"Mitchel_Sec5.P (22)",,"Boaz","Boaz",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4753,2,1097,"B<Z=/","בֹּעַז II",,,,,", , , ",,"nmpr",,"Boaz <name of a pillar>",,,,,"Boaz (name of a pillar)","Boaz (name of a pillar)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4751,2,1098,"B<V[","בעט ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","qal","kick",,,,,,"qal: kick;","qal: kick; qal pass: 0; ni: 0; pi: 0; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision","kick",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6166,1,1099,"B<JM/","בַּעְיָם ",,,,,", , , ",,"subs",,"<uncertain>",,,,,"(uncertain)","(uncertain)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2919,6,1100,"B<JR/","בְּעִיר ",,,,,", , , ",,"subs",,"cattle",,,,,"cattle","cattle",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sec1205",281,164,1101,"B<L/","בַּעַל I",,,,,", , , ",,"subs",,"lord, owner; husband; the Baal",,,"Mitchel_Sec3.A (199-175)",,"owner, husband; Baal","owner, husband; Baal",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6171,1,1102,"B<L=/","בָּעַל II",,,,,", , , ",,"nmpr",,"Baalath",,,,,"Baalath","Baalath",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4037,3,1103,"B<L==/","בַּעַל III",,,,,", , , ",,"nmpr",,"Baal",,,,,"Baal","Baal",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1694,16,1104,"B<L[","בעל ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","nif qal","own, rule over; marry",,,"Mitchel_Sec5.V (16)",,,"qal: own, rule over; marry; ni: be married;","qal: own, rule over; marry; qal pass: 0; ni: be married; pi: 0; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","Q=1","own, rule over; marry","be married",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4747,2,1105,"B<L_BRJT/","בַּעַל בְּרִית ",,,,,", , , ",,"nmpr",,"Baal-Berith",,,,,"Baal-Berith","Baal-Berith",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4034,3,1106,"B<L_GD/","בַּעַל גָּד ",,,,,", , , ",,"nmpr",,"Baal Gad",,,,,"Baal Gad","Baal Gad",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6168,1,1107,"B<L_HMWN/","בַּעַל הָמֹון ",,,,,", , , ",,"nmpr",,"Baal Hamon",,,,,"Baal Hamon","Baal Hamon",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3201,5,1108,"B<L_XNN/","בַּעַל חָנָן ",,,,,", , , ",,"nmpr",,"Baal-Hanan",,,,,"Baal-Hanan","Baal-Hanan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6170,1,1109,"B<L_XYWR/","בַּעַל חָצֹור ",,,,,", , , ",,"nmpr",,"Baal Hazor",,,,,"Baal Hazor","Baal Hazor",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4748,2,1110,"B<L_XRMWN/","בַּעַל חֶרְמֹון ",,,,,", , , ",,"nmpr",,"Baal Hermon",,,,,"Baal Hermon","Baal Hermon",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4035,3,1111,"B<L_M<WN/","בַּעַל מְעֹון ",,,,,", , , ",,"nmpr",,"Baal Meon",,,,,"Baal Meon","Baal Meon",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2920,6,1112,"B<L_P<WR/","בַּעַל פְּעֹור ",,,,,", , , ",,"nmpr",,"Baal Peor",,,,,"Baal Peor","Baal Peor",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3550,4,1113,"B<L_PRYJM/","בַּעַל פְּרָצִים ",,,,,", , , ",,"nmpr",,"Baal Perazim",,,,,"Baal Perazim","Baal Perazim",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4036,3,1114,"B<L_YPN/","בַּעַל צְפֹן ",,,,,", , , ",,"nmpr",,"Baal Zephon",,,,,"Baal Zephon","Baal Zephon",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6167,1,1115,"B<L_CLCH/","בַּעַל שָׁלִשָׁה ",,,,,", , , ",,"nmpr",,"Baal Shalishah",,,,,"Baal Shalishah","Baal Shalishah",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6169,1,1116,"B<L_TMR/","בַּעַל תָּמָר ",,,,,", , , ",,"nmpr",,"Baal Tamar",,,,,"Baal Tamar","Baal Tamar",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3551,4,1117,"B<LH/","בַּעֲלָה I",,,,,", , , ",,"subs",,"mistress; wife of owner",,,,,"mistress; wife of owner","mistress; wife of owner",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3202,5,1118,"B<LH=/","בַּעֲלָה II",,,,,", , , ",,"nmpr",,"Baalah",,,,,"Baalah","Baalah",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4749,2,1119,"B<LWT/","בְּעָלֹות ",,,,,", , , ",,"nmpr",,"Bealoth",,,,,"Bealoth","Bealoth",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6172,1,1120,"B<LJ_JHWDH/","בַּעֲלֵי יְהוּדָה ",,,,,", , , ",,"nmpr",,"Baalah of Judah",,,,,"Baalah of Judah","Baalah of Judah",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6173,1,1121,"B<LJD</","בְּעֶלְיָדָע ",,,,,", , , ",,"nmpr",,"Beeliada",,,,,"Beeliada","Beeliada",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6174,1,1122,"B<LJH/","בְּעַלְיָה ",,,,,", , , ",,"nmpr",,"Bealiah",,,,,"Bealiah","Bealiah",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6175,1,1123,"B<LJS/","בַּעֲלִיס ",,,,,", , , ",,"nmpr",,"Baalis",,,,,"Baalis","Baalis",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4038,3,1124,"B<LT/","בַּעֲלַת ",,,,,", , , ",,"nmpr",,"Baalath",,,,,"Baalath","Baalath",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6176,1,1125,"B<LT_B>R/","בַּעֲלַת בְּאֵר ",,,,,", , , ",,"nmpr",,"Baalath Beer",,,,,"Baalath Beer","Baalath Beer",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6177,1,1126,"B<N/","בְּעֹן ",,,,,", , , ",,"nmpr",,"Beon",,,,,"Beon","Beon",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4039,3,1127,"B<N>/","בַּעֲנָא ",,,,,", , , ",,"nmpr",,"Baana",,,,,"Baana","Baana",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2364,9,1128,"B<NH/","בַּעֲנָה ",,,,,", , , ",,"nmpr",,"Baanah",,,,,"Baanah","Baanah",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3203,5,1129,"B<R/","בַּעַר ",,,,,", , , ",,"adjv",,"stupid",,,,,"stupid","stupid",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2706,7,1130,"B<R=[","בער II",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","nif qal","be stupid",,,,,,"qal: be stupid; ni: behave stupidly;","qal: be stupid; qal pass: 0; ni: behave stupidly; pi: 0; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision","be stupid","behave stupidly",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,466,87,1131,"B<R[","בער I",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","hif piel pual qal","burn",,,"Mitchel_Sec4.B (92-86)",,,"qal: consume, burn; graze; pi: kindle, burn down; pu: burn; hi: set on fire;","qal: consume, burn; graze; qal pass: 0; ni: 0; pi: kindle, burn down; pu: burn; hit: 0; hi: set on fire; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","P=3","consume, burn; graze",0,"kindle, burn down","burn",0,"set on fire",0,0,0,0,0,0,0,0,0,0
,6178,1,1132,"B<R>/","בַּעֲרָא ",,,,,", , , ",,"nmpr",,"Baara",,,,,"Baara","Baara",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6179,1,1133,"B<RH/","בְּעֵרָה ",,,,,", , , ",,"subs",,"fire",,,,,"fire","fire",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1160,28,1134,"B<C>/","בַּעְשָׁא ",,,,,", , , ",,"nmpr",,"Baasha",,,"Mitchel_Sec5.L (28-27)",,"Baasha","Baasha",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6165,1,1135,"B<FJH/","בַּעֲשֵׂיָה ",,,,,", , , ",,"nmpr",,"Baaseiah",,,,,"Baaseiah","Baaseiah",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6164,1,1136,"B<CTRH/","בְּעֶשְׁתְּרָה ",,,,,", , , ",,"nmpr",,"Be Eshtarah",,,,,"Be Eshtarah","Be Eshtarah",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1695,16,1137,"B<T[","בעת ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","nif piel","be terrified",,,"Mitchel_Sec5.V (16)",,,"ni: be terrified; pi: terrify;","qal: 0; qal pass: 0; ni: be terrified; pi: terrify; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","P=3",0,"be terrified","terrify",0,0,0,0,0,0,0,0,0,0,0,0,0
,4750,2,1138,"B<TH/","בְּעָתָה ",,,,,", , , ",,"subs",,"terror",,,,,"terror","terror",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6319,1,1139,"BY/","בֹּץ ",,,,,", , , ",,"subs",,"silt",,,,,"silt","silt",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4061,3,1140,"BYH/","בִּצָּה ",,,,,", , , ",,"subs",,"marsh",,,,,"marsh","marsh",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1246,25,1141,"BYWR/","בָּצוּר ",,,,,", , , ",,"adjv",,"inaccessible, fortified",,,"Mitchel_Sec5.M (26-25)",,"inaccessible, fortified","inaccessible, fortified",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4062,3,1142,"BYJ/","בֵּצָי ",,,,,", , , ",,"nmpr",,"Bezai",,,,,"Bezai","Bezai",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2713,7,1143,"BYJR/","בָּצִיר I",,,,,", , , ",,"subs",,"grape-harvest",,,,,"grape-harvest","grape-harvest",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6320,1,1144,"BYJR=/","בָּצִיר II",,,,,", , , ",,"subs",,"inaccessibility",,,,,"inaccessibility","inaccessibility",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6321,1,1145,"BYL/","בָּצָל ",,,,,", , , ",,"subs",,"onion",,,,,"onion","onion",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2370,9,1146,"BYL>L/","בְּצַלְאֵל ",,,,,", , , ",,"nmpr",,"Bezalel",,,,,"Bezalel","Bezalel",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4807,2,1147,"BYLWT/","בַּצְלוּת ",,,,,", , , ",,"nmpr",,"Bazluth",,,,,"Bazluth","Bazluth",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1364,22,1148,"BY</","בֶּצַע ",,,,,", , , ",,"subs",,"profit",,,"Mitchel_Sec5.O (23)",,"a piece cut off","a piece cut off",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1621,17,1149,"BY<[","בצע ",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel qal","cut off; make profit; stop",,,"Mitchel_Sec5.V (16)",,,"qal: a piece cut off; pi: cut off; finish;","qal: a piece cut off; qal pass: 0; ni: 0; pi: cut off; finish; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","Q=1","a piece cut off",0,"cut off; finish",0,0,0,0,0,0,0,0,0,0,0,0,0
,3216,5,1150,"BYQ/","בָּצֵק ",,,,,", , , ",,"subs",,"dough",,,,,"dough","dough",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4808,2,1151,"BYQ[","בצק ",,,,"regular",", , , regular","regular","verb","qal","swell",,,,,,"qal: swell;","qal: swell; qal pass: 0; ni: 0; pi: 0; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision","swell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4809,2,1152,"BYQT/","בָּצְקַת ",,,,,", , , ",,"nmpr",,"Bozkath",,,,,"Bozkath","Bozkath",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4810,2,1153,"BYR/","בֶּצֶר I",,,,,", , , ",,"subs",,"ore",,,,,"ore","ore",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3565,4,1154,"BYR=/","בֶּצֶר II",,,,,", , , ",,"nmpr",,"Bezer",,,,,"Bezer","Bezer",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6322,1,1155,"BYR==/","בֶּצֶר III",,,,,", , , ",,"nmpr",,"Bezer",,,,,"Bezer","Bezer",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6323,1,1156,"BYR==[","בצר III",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","restrain",,,,,,"qal: restrain;","qal: restrain; qal pass: 0; ni: 0; pi: 0; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision","restrain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3566,4,1157,"BYR=[","בצר II",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","nif piel","be withheld",,,,,,"ni: be withheld; pi: make inaccessible;","qal: 0; qal pass: 0; ni: be withheld; pi: make inaccessible; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision",0,"be withheld","make inaccessible",0,0,0,0,0,0,0,0,0,0,0,0,0
,2714,7,1158,"BYR[","בצר I",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","gather grapes",,,,,,"qal: gather grapes;","qal: gather grapes; qal pass: 0; ni: 0; pi: 0; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision","gather grapes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6324,1,1159,"BYRH/","בָּצְרָה I",,,,,", , , ",,"subs",,"<uncertain>",,,,,"(uncertain)","(uncertain)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2513,8,1160,"BYRH=/","בָּצְרָה II",,,,,", , , ",,"nmpr",,"Bozrah",,,,,"Bozrah","Bozrah",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6325,1,1161,"BYRWN/","בִּצָּרֹון ",,,,,", , , ",,"subs",,"stronghold",,,,,"stronghold","stronghold",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4811,2,1162,"BYRT/","בַּצֹּרֶת ",,,,,", , , ",,"subs",,"drought",,,,,"drought","drought",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4789,2,1163,"BQBWQ/","בַּקְבּוּק ",,,,,", , , ",,"nmpr",,"Bakbuk",,,,,"Bakbuk","Bakbuk",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4053,3,1164,"BQBQ/","בַּקְבֻּק ",,,,,", , , ",,"subs",,"bottle",,,,,"bottle","bottle",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4054,3,1165,"BQBQJH/","בַּקְבֻּקְיָה ",,,,,", , , ",,"nmpr",,"Bakbukiah",,,,,"Bakbukiah","Bakbukiah",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6256,1,1166,"BQBQR/","בַּקְבַּקַּר ",,,,,", , , ",,"nmpr",,"Bakbuk",,,,,"Bakbuk","Bakbuk",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3211,5,1167,"BQJ/","בֻּקִּי ",,,,,", , , ",,"nmpr",,"Bukki",,,,,"Bukki","Bukki",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4791,2,1168,"BQJHW/","בֻּקִּיָּהוּ ",,,,,", , , ",,"nmpr",,"Bukkiah",,,,,"Bukkiah","Bukkiah",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4790,2,1169,"BQJ</","בָּקִיעַ ",,,,,", , , ",,"subs",,"breach",,,,,"breach","breach",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,4788,2,1170,"BQ</","בֶּקַע ",,,,,", , , ",,"subs",,"beka, half a shekel <coin>",,,,,"beka, half a shekel (coin)","beka, half a shekel (coin)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,709,51,1171,"BQ<[","בקע ",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","hif hit hof nif piel pual qal","split",,,"Mitchel_Sec4.K (52-50)",,,"qal: split; ni: be split, burst open; pi: tear apart; pu: be burst; hit: be burst; hi: invade; ho: be invaded;","qal: split; qal pass: 0; ni: be split, burst open; pi: tear apart; pu: be burst; hit: be burst; hi: invade; ho: be invaded; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","Q=1","split","be split, burst open","tear apart","be burst","be burst","invade","be invaded",0,0,0,0,0,0,0,0,0
,1498,19,1172,"BQ<H/","בִּקְעָה ",,,,,", , , ",,"subs",,"valley",,,"Mitchel_Sec5.R (20)",,"plain, valley","plain, valley",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6255,1,1173,"BQ<T_>WN/","בִּקְעַת אָוֶן ",,,,,", , , ",,"nmpr",,"the Valley of Aven",,,,,"the Valley of Aven","the Valley of Aven",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2368,9,1174,"BQQ[","בקק ",,,,"geminate",", , , geminate","geminate","verb","nif piel qal","devastate",,,,,,"qal: devastate; ni: be devastated; pi: devastate;","qal: devastate; qal pass: 0; ni: be devastated; pi: devastate; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision","devastate","be devastated","devastate",0,0,0,0,0,0,0,0,0,0,0,0,0
"sec1108",260,183,1175,"BQR/","בָּקָר I",,,,,", , , ",,"subs",,"cattle",,,"Mitchel_Sec3.A (199-175)",,"cattle, cows (collective), herd(s)","cattle, cows (collective), herd(s)",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sec1005",227,214,1176,"BQR=/","בֹּקֶר II",,,,,", , , ",,"subs",,"morning",,,"Mitchel_Sec2.E (219-200)",,"morning","morning",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2711,7,1177,"BQR[","בקר ",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel","pay attention",,,,,,"pi: pay attention;","qal: 0; qal pass: 0; ni: 0; pi: pay attention; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision",0,0,"pay attention",0,0,0,0,0,0,0,0,0,0,0,0,0
,6257,1,1178,"BQRH/","בַּקָּרָה ",,,,,", , , ",,"subs",,"care",,,,,"care","care",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6258,1,1179,"BQRT/","בִּקֹּרֶת ",,,,,", , , ",,"subs",,"inquiry, punishment",,,,,"inquiry, punishment","inquiry, punishment",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sec0905",214,225,1180,"BQC[","בקשׁ ",,,,"regular",", , , regular","regular","verb","piel pual","seek",,,"Mitchel_Sec2.D (269-220)",,,"pi: seek; pu: be sought;","qal: 0; qal pass: 0; ni: 0; pi: seek; pu: be sought; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","P=3",0,0,"seek","be sought",0,0,0,0,0,0,0,0,0,0,0,0
,2511,8,1181,"BQCH/","בַּקָּשָׁה ",,,,,", , , ",,"subs",,"request",,,,,"request","request",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1843,14,1182,"BR/","בַּר I",,,,,", , , ",,"subs",,"grain",,,"Mitchel_Sec5.X (14)",,"grain","grain",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2928,6,1183,"BR=/","בֹּר II",,,,,", , , ",,"subs",,"cleanness",,,,,"cleanness","cleanness",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2929,6,1184,"BR==/","בַּר III",,,,,", , , ",,"adjv",,"pure",,,,,"pure","pure",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3560,4,1185,"BR===/","בַּר IV",,,,,", , , ",,"subs",,"son",,,,,"son","son",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6260,1,1186,"BR====/","בַּר V",,,,,", , , ",,"subs",,"open field",,,,,"open field","open field",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6261,1,1187,"BR=====/","בֹּר VI",,,,,", , , ",,"subs",,"potash",,,,,"potash","potash",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3212,5,1188,"BR>==[","ברא III",,"ii-guttural","iii-aleph",,", ii-guttural, iii-aleph, ","ii-guttural, iii-aleph","verb","piel","cut down",,,,,,"pi: cut down;","qal: 0; qal pass: 0; ni: 0; pi: cut down; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision",0,0,"cut down",0,0,0,0,0,0,0,0,0,0,0,0,0
,6262,1,1189,"BR>=[","ברא II",,"ii-guttural","iii-aleph",,", ii-guttural, iii-aleph, ","ii-guttural, iii-aleph","verb","hif","make fat",,,,,,"hi: make fat;","qal: 0; qal pass: 0; ni: 0; pi: 0; pu: 0; hit: 0; hi: make fat; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision",0,0,0,0,0,"make fat",0,0,0,0,0,0,0,0,0,0
,748,48,1190,"BR>[","ברא I",,"ii-guttural","iii-aleph",,", ii-guttural, iii-aleph, ","ii-guttural, iii-aleph","verb","nif qal","create",,,"Mitchel_Sec5.A (49-48)",,,"qal: create; ni: be created;","qal: create; qal pass: 0; ni: be created; pi: 0; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","Q=1","create","be created",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6263,1,1191,"BR>DK_BL>DN/","בְּרֹאדַךְ בַּלְאֲדָן ",,,,,", , , ",,"nmpr",,"Merodach-Baladan",,,,,"Merodach-Baladan","Merodach-Baladan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6264,1,1192,"BR>JH/","בְּרָאיָה ",,,,,", , , ",,"nmpr",,"Beraiah",,,,,"Beraiah","Beraiah",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6265,1,1193,"BRBR/","בַּרְבֻּר ",,,,,", , , ",,"subs",,"<bird>, goose?; cuckoo?",,,,,"goose?; cuckoo? (bird)","goose?; cuckoo? (bird)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1137,29,1194,"BRD/","בָּרָד I",,,,,", , , ",,"subs",,"hail",,,"Mitchel_Sec5.K (30-29)",,"hail","hail",,"done",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3561,4,1195,"BRD=/","בָּרֹד II",,,,,", , , ",,"adjv",,"speckled",,,,,"speckled","speckled",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6268,1,1196,"BRD==/","בֶּרֶד III",,,,,", , , ",,"nmpr",,"Bered",,,,,"Bered","Bered",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6269,1,1197,"BRD===/","בֶּרֶד IV",,,,,", , , ",,"nmpr",,"Bered",,,,,"Bered","Bered",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6267,1,1198,"BRD[","ברד ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","qal","hail",,,,,,"qal: hail;","qal: hail; qal pass: 0; ni: 0; pi: 0; pu: 0; hit: 0; hi: 0; ho: 0; hst: 0; etp: 0; nitp: 0; hotpa: 0; tif: 0; hitpo: 0; poa: 0; poe: 0.","no decision","hail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
