"section","booklet number (frequency+alphabetic)","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","semantic domain","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss EN","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_EN","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula EN","meaning fixed","Qal=1 EN","Nifal=2 EN","Piel=3 EN","Pual=4 EN","Hitpael=5 EN","Hifil=6 EN","Hofal=7 EN","Hishtafal=8 EN","Passive qal=9 EN","Etpaal=1 EN","Nitpael=11 EN","Hotpaal=12 EN","Tifal=13 EN","Hitpoal=14 EN","Poal=15 EN","Poel=16 EN"
,5780,1,5773,"<JR_NXC/","עִיר נָחָשׁ ",,,,,", , , ",,"nmpr",,"Ir Nahash",,,,,,"Ir Nahash","Ir Nahash",,,,,,,,,,,,,,,,,,
,5781,1,5769,"<JR==/","עִיר III",,,,,", , , ",,"subs",,"male ass",,,,,,"male ass","male ass",,,,,,,,,,,,,,,,,,
,5782,1,5771,"<JR====/","עִיר V",,,,,", , , ",,"nmpr",,"Ir",,,,,,"Ir","Ir",,,,,,,,,,,,,,,,,,
,5783,1,5778,"<JRJ/","עִירִי ",,,,,", , , ",,"nmpr",,"Iri",,,,,,"Iri","Iri",,,,,,,,,,,,,,,,,,
,5784,1,5777,"<JRW/","עִירוּ ",,,,,", , , ",,"nmpr",,"Iru",,,,,,"Iru","Iru",,,,,,,,,,,,,,,,,,
,5785,1,5782,"<JT/","עַיַּת ",,,,,", , , ",,"nmpr",,"Aiath",,,,,,"Aiath","Aiath",,,,,,,,,,,,,,,,,,
,5786,1,5795,"<KCWB/","עַכְשׁוּב ",,,,,", , , ",,"subs",,"viper?",,,,,,"viper?","viper?",,,,,,,,,,,,,,,,,,
,5787,1,5793,"<KR/","עָכָר ",,,,,", , , ",,"nmpr",,"Achar",,,,,,"Achar","Achar",,,,,,,,,,,,,,,,,,
,5788,1,5790,"<KS[","עכס ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","piel","rattle bangles",,,,,,,"pi: rattle bangles;","qal: ; qal pass: ; ni: ; pi: rattle bangles; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,"rattle bangles",,,,,,,,,,,,,
,5789,1,5786,"<KW/","עַכֹּו ",,,,,", , , ",,"nmpr",,"Acco",,,,,,"Acco","Acco",,,,,,,,,,,,,,,,,,
,5790,1,5835,"<L<[","עלע ","i-guttural",,"iii-guttural",,"i-guttural, , iii-guttural, ","i-guttural, iii-guttural","verb","piel","drink?",,,,,,,"pi: drink?;","qal: ; qal pass: ; ni: ; pi: drink?; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,"drink?",,,,,,,,,,,,,
,5791,1,5799,"<L>/","עֻלָּא ",,,,,", , , ",,"nmpr",,"Ulla",,,,,,"Ulla","Ulla",,,,,,,,,,,,,,,,,,
,5792,1,5800,"<LG/","עִלֵּג ",,,,,", , , ",,"adjv",,"stammerer",,,,,,"stammerer","stammerer",,,,,,,,,,,,,,,,,,
,5793,1,5813,"<LJ=/","עֱלִי II",,,,,", , , ",,"subs",,"pestle",,,,,,"pestle","pestle",,,,,,,,,,,,,,,,,,
,5794,1,5818,"<LJL/","עֲלִיל ",,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,
,5795,1,5820,"<LJLJH/","עֲלִילִיָּה ",,,,,", , , ",,"subs",,"deed",,,,,,"deed","deed",,,,,,,,,,,,,,,,,,
,5796,1,5821,"<LJN/","עַלְיָן ",,,,,", , , ",,"nmpr",,"Alvan",,,,,,"Alvan","Alvan",,,,,,,,,,,,,,,,,,
,5797,1,5822,"<LJYT/","עֲלִיצֻת ",,,,,", , , ",,"subs",,"exultation",,,,,,"exultation","exultation",,,,,,,,,,,,,,,,,,
,5798,1,5823,"<LL=[","עלל II","i-guttural",,,"geminate","i-guttural, , , geminate","i-guttural, geminate","verb","piel","insert",,,,,,,"pi: insert;","qal: ; qal pass: ; ni: ; pi: insert; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,"insert",,,,,,,,,,,,,
,5799,1,5832,"<LMT/","עָלֶמֶת I",,,,,", , , ",,"nmpr",,"Alemeth",,,,,,"Alemeth","Alemeth",,,,,,,,,,,,,,,,,,
,5800,1,5829,"<LMWN/","עַלְמֹון ",,,,,", , , ",,"nmpr",,"Almon",,,,,,"Almon","Almon",,,,,,,,,,,,,,,,,,
,5801,1,5831,"<LMWT/","עַלְמוּת ",,,,,", , , ",,"subs",,"<musical term>",,,,,,"(musical term)","(musical term)",,,,,,,,,,,,,,,,,,
,5802,1,5837,"<LPH/","עֻלְפֶּה ",,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,
,5803,1,5804,"<LWH/","עַלְוָה I",,,,,", , , ",,"subs",,"perversity?",,,,,,"perversity?","perversity?",,,,,,,,,,,,,,,,,,
,5804,1,5807,"<LWN/","עַלְוָן ",,,,,", , , ",,"nmpr",,"Alvan",,,,,,"Alvan","Alvan",,,,,,,,,,,,,,,,,,
,5805,1,5808,"<LWQH/","עֲלוּקָה ",,,,,", , , ",,"subs",,"leech",,,,,,"leech","leech",,,,,,,,,,,,,,,,,,
,5806,1,5809,"<LZ/","עָלֵז ",,,,,", , , ",,"adjv",,"rejoicing",,,,,,"rejoicing","rejoicing",,,,,,,,,,,,,,,,,,
,5807,1,5872,"<M<D/","עַמְעָד ",,,,,", , , ",,"nmpr",,"Amad",,,,,,"Amad","Amad",,,,,,,,,,,,,,,,,,
,5808,1,5888,"<MCSJ/","עֲמַשְׁסַי ",,,,,", , , ",,"nmpr",,"Amashsai",,,,,,"Amashsai","Amashsai",,,,,,,,,,,,,,,,,,
,5809,1,5844,"<MDH/","עֶמְדָּה ",,,,,", , , ",,"subs",,"standing-ground",,,,,,"standing-ground","standing-ground",,,,,,,,,,,,,,,,,,
,5810,1,5846,"<MH=/","עֻמָה II",,,,,", , , ",,"nmpr",,"Ummah",,,,,,"Ummah","Ummah",,,,,,,,,,,,,,,,,,
,5811,1,5852,"<MJ/","עַמִּי ",,,,,", , , ",,"nmpr",,"Ammi",,,,,,"Ammi","Ammi",,,,,,,,,,,,,,,,,,
,5812,1,5855,"<MJZBD/","עַמִּיזָבָד ",,,,,", , , ",,"nmpr",,"Ammizabad",,,,,,"Ammizabad","Ammizabad",,,,,,,,,,,,,,,,,,
,5813,1,5862,"<ML==/","עָמָל III",,,,,", , , ",,"nmpr",,"Amal",,,,,,"Amal","Amal",,,,,,,,,,,,,,,,,,
,5814,1,5866,"<MM=[","עמם II","i-guttural",,,"geminate","i-guttural, , , geminate","i-guttural, geminate","verb","hof","become dark",,,,,,,"ho: become dark;","qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: become dark; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,,,,,"become dark",,,,,,,,,
,5815,1,5868,"<MNH/","עַמֹּנָה ",,,,,", , , ",,"nmpr",,"Ammoni",,,,,,"Ammoni","Ammoni",,,,,,,,,,,,,,,,,,
,5816,1,5869,"<MNW_>L/","עִמָּנוּ אֵל ",,,,,", , , ",,"nmpr",,"Immanuel",,,,,,"Immanuel","Immanuel",,,,,,,,,,,,,,,,,,
,5817,1,5880,"<MR=[","עמר II","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","piel","gather ears of grain",,,,,,,"pi: gather ears of grain;","qal: ; qal pass: ; ni: ; pi: gather ears of grain; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,"gather ears of grain",,,,,,,,,,,,,
,5818,1,5871,"<MSJH/","עֲמַסְיָה ",,,,,", , , ",,"nmpr",,"Amasiah",,,,,,"Amasiah","Amasiah",,,,,,,,,,,,,,,,,,
,5819,1,5895,"<NH/","עֹנָה I",,,,,", , , ",,"subs",,"intercourse",,,,,,"intercourse","intercourse",,,,,,,,,,,,,,,,,,
,5820,1,5912,"<NJM/","עָנִים ",,,,,", , , ",,"nmpr",,"Anim",,,,,,"Anim","Anim",,,,,,,,,,,,,,,,,,
,5821,1,5914,"<NM/","עָנֵם ",,,,,", , , ",,"nmpr",,"Anem",,,,,,"Anem","Anem",,,,,,,,,,,,,,,,,,
,5822,1,5916,"<NMLK/","עֲנַמֶּלֶךְ ",,,,,", , , ",,"nmpr",,"Anammelech",,,,,,"Anammelech","Anammelech",,,,,,,,,,,,,,,,,,
,5823,1,5918,"<NN=/","עָנָן II",,,,,", , , ",,"nmpr",,"Anan",,,,,,"Anan","Anan",,,,,,,,,,,,,,,,,,
,5824,1,5921,"<NNJ/","עֲנָנִי ",,,,,", , , ",,"nmpr",,"Anani",,,,,,"Anani","Anani",,,,,,,,,,,,,,,,,,
,5825,1,5922,"<NNJH/","עֲנָנְיָה I",,,,,", , , ",,"nmpr",,"Ananiah",,,,,,"Ananiah","Ananiah",,,,,,,,,,,,,,,,,,
,5826,1,5923,"<NNJH=/","עֲנָנְיָה II",,,,,", , , ",,"nmpr",,"Ananiah",,,,,,"Ananiah","Ananiah",,,,,,,,,,,,,,,,,,
,5827,1,5925,"<NP=/","עָנֵף II",,,,,", , , ",,"adjv",,"full of branches",,,,,,"full of branches","full of branches",,,,,,,,,,,,,,,,,,
,5828,1,5930,"<NR=/","עָנֵר II",,,,,", , , ",,"nmpr",,"Aner",,,,,,"Aner","Aner",,,,,,,,,,,,,,,,,,
,5829,1,5937,"<NTTJH/","עַנְתֹתִיָּה ",,,,,", , , ",,"nmpr",,"Anthothijah",,,,,,"Anthothijah","Anthothijah",,,,,,,,,,,,,,,,,,
,5830,1,5902,"<NWB/","עָנוּב ",,,,,", , , ",,"nmpr",,"Anub",,,,,,"Anub","Anub",,,,,,,,,,,,,,,,,,
,5831,1,5906,"<NWCJM/","עֲנוּשִׁים ",,,,,", , , ",,"subs",,"fines",,,,,,"fines","fines",,,,,,,,,,,,,,,,,,
,5832,1,5903,"<NWH/","עַנְוָה I",,,,,", , , ",,"subs",,"meekness?",,,,,,"meekness?","meekness?",,,,,,,,,,,,,,,,,,
,5833,1,5905,"<NWQ/","עֲנֹוק ",,,,,", , , ",,"nmpr",,"Anak",,,,,,"Anak","Anak",,,,,,,,,,,,,,,,,,
,5834,1,5907,"<NWT/","עֱנוּת ",,,,,", , , ",,"subs",,"affliction?",,,,,,"affliction?","affliction?",,,,,,,,,,,,,,,,,,
,5835,1,5940,"<PJ/","עֳפִי ",,,,,", , , ",,"subs",,"foliage",,,,,,"foliage","foliage",,,,,,,,,,,,,,,,,,
,5836,1,5943,"<PNJ/","עָפְנִי ",,,,,", , , ",,"nmpr",,"Ophni",,,,,,"Ophni","Ophni",,,,,,,,,,,,,,,,,,
,5837,1,5945,"<PP[","עפף ","i-guttural",,,"geminate","i-guttural, , , geminate","i-guttural, geminate","verb","piel","brandish?",,,,,,,"pi: throw;","qal: ; qal pass: ; ni: ; pi: throw; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,"throw",,,,,,,,,,,,,
,5838,1,5949,"<PR[","עפר ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","piel","throw (with dry earth)",,,,,,,"pi: throw (with dry earth);","qal: ; qal pass: ; ni: ; pi: throw (with dry earth); pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,"throw (with dry earth)",,,,,,,,,,,,,
,5839,1,5951,"<PRH=/","עַפְרָה II",,,,,", , , ",,"nmpr",,"Beth Ophrah",,,,,,"Beth Ophrah","Beth Ophrah",,,,,,,,,,,,,,,,,,
,5840,1,5952,"<PRH==/","עָפְרָה III",,,,,", , , ",,"nmpr",,"Ophrah",,,,,,"Ophrah","Ophrah",,,,,,,,,,,,,,,,,,
,5841,1,5955,"<PRJN/","עֶפְרַיִן ",,,,,", , , ",,"nmpr",,"Ephron",,,,,,"Ephron","Ephron",,,,,,,,,,,,,,,,,,
,5842,1,5954,"<PRWN=/","עֶפְרֹון II",,,,,", , , ",,"nmpr",,"Ephron",,,,,,"Ephron","Ephron",,,,,,,,,,,,,,,,,,
,5843,1,6000,"<QBH/","עָקְבָּה ",,,,,", , , ",,"subs",,"insidiousness",,,,,,"insidiousness","insidiousness",,,,,,,,,,,,,,,,,,
,5844,1,6002,"<QD[","עקד ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","qal","bind",,,,,,,"qal: bind;","qal: bind; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","bind",,,,,,,,,,,,,,,
,5845,1,6003,"<QH/","עָקָה ",,,,,", , , ",,"subs",,"pressure",,,,,,"pressure","pressure",,,,,,,,,,,,,,,,,,
,5846,1,6005,"<QL[","עקל ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","pual","be crooked",,,,,,,"pu: be crooked;","qal: ; qal pass: ; ni: ; pi: ; pu: be crooked; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,,"be crooked",,,,,,,,,,,,
,5847,1,6007,"<QLTWN/","עֲקַלָּתֹון ",,,,,", , , ",,"adjv",,"coiling",,,,,,"coiling","coiling",,,,,,,,,,,,,,,,,,
,5848,1,6008,"<QN/","עֲקָן ",,,,,", , , ",,"nmpr",,"Akan",,,,,,"Akan","Akan",,,,,,,,,,,,,,,,,,
,5849,1,6010,"<QR=/","עֵקֶר II",,,,,", , , ",,"subs",,"offspring",,,,,,"offspring","offspring",,,,,,,,,,,,,,,,,,
,5850,1,6011,"<QR==/","עֵקֶר III",,,,,", , , ",,"nmpr",,"Eker",,,,,,"Eker","Eker",,,,,,,,,,,,,,,,,,
,5851,1,6077,"<R<RJ/","עֲרֹעֵרִי ",,,,,", , , ",,"adjv",,"Aroerite",,,,,,"Aroerite","Aroerite",,,,,,,,,,,,,,,,,,
,5852,1,6075,"<R<WR/","עַרְעֹור ",,,,,", , , ",,"nmpr",,"Aroer",,,,,,"Aroer","Aroer",,,,,,,,,,,,,,,,,,
,5853,1,6045,"<RD=/","עֲרָד II",,,,,", , , ",,"nmpr",,"Arad",,,,,,"Arad","Arad",,,,,,,,,,,,,,,,,,
,5854,1,6046,"<RH/","עָרָה ",,,,,", , , ",,"subs",,"rush?",,,,,,"rush?","rush?",,,,,,,,,,,,,,,,,,
,5855,1,6056,"<RJ/","עֵרִי I",,,,,", , , ",,"adjv",,"Erite",,,,,,"Erite","Erite",,,,,,,,,,,,,,,,,,
,5856,1,6060,"<RJPJM/","עֲרִיפִים ",,,,,", , , ",,"subs",,"dripping?; clouds?",,,,,,"dripping?; clouds?","dripping?; clouds?",,,,,,,,,,,,,,,,,,
,5857,1,6069,"<RM[","ערם I","i-guttural","ii-guttural",,,"i-guttural, ii-guttural, , ","i-guttural, ii-guttural","verb","nif","be heaped up",,,,,,,"ni: be heaped up;","qal: ; qal pass: ; ni: be heaped up; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,"be heaped up",,,,,,,,,,,,,,
,5858,1,6073,"<RN/","עֵרָן ",,,,,", , , ",,"nmpr",,"Eran",,,,,,"Eran","Eran",,,,,,,,,,,,,,,,,,
,5859,1,6074,"<RNJ/","עֵרָנִי ",,,,,", , , ",,"adjv",,"Eranite",,,,,,"Eranite","Eranite",,,,,,,,,,,,,,,,,,
,5860,1,6053,"<RW<R/","עֲרֹועֵר I",,,,,", , , ",,"subs",,"juniper?",,,,,,"juniper?","juniper?",,,,,,,,,,,,,,,,,,
,5861,1,6049,"<RWD/","עָרֹוד ",,,,,", , , ",,"subs",,"wild ass",,,,,,"wild ass","wild ass",,,,,,,,,,,,,,,,,,
,5862,1,6055,"<RWY/","עָרוּץ ",,,,,", , , ",,"subs",,"slope",,,,,,"slope","slope",,,,,,,,,,,,,,,,,,
,5863,1,5939,"<SS[","עסס ","i-guttural",,,"geminate","i-guttural, , , geminate","i-guttural, geminate","verb","qal","tread down",,,,,,,"qal: tread down;","qal: tread down; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","tread down",,,,,,,,,,,,,,,
,5864,1,6141,"<TJ/","עִתִּי I",,,,,", , , ",,"adjv",,"ready",,,,,,"ready","ready",,,,,,,,,,,,,,,,,,
,5865,1,6144,"<TJH/","עֲתָיָה ",,,,,", , , ",,"nmpr",,"Athaiah",,,,,,"Athaiah","Athaiah",,,,,,,,,,,,,,,,,,
,5866,1,6146,"<TJQ=/","עָתִיק II",,,,,", , , ",,"adjv",,"eminent",,,,,,"eminent","eminent",,,,,,,,,,,,,,,,,,
,5867,1,6147,"<TK/","עֲתָךְ ",,,,,", , , ",,"nmpr",,"Athach",,,,,,"Athach","Athach",,,,,,,,,,,,,,,,,,
,5868,1,6148,"<TLJ/","עַתְלָי ",,,,,", , , ",,"nmpr",,"Athlai",,,,,,"Athlai","Athlai",,,,,,,,,,,,,,,,,,
,5869,1,6151,"<TM[","עתם ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","nif","<uncertain>",,,,,,,"ni: <uncertain>;","qal: ; qal pass: ; ni: <uncertain>; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,"<uncertain>",,,,,,,,,,,,,,
,5870,1,6152,"<TNJ/","עָתְנִי ",,,,,", , , ",,"nmpr",,"Othni",,,,,,"Othni","Othni",,,,,,,,,,,,,,,,,,
,5871,1,6155,"<TQ=/","עָתֵק II",,,,,", , , ",,"adjv",,"ancient, eminent",,,,,,"ancient, eminent","ancient, eminent",,,,,,,,,,,,,,,,,,
,5872,1,6160,"<TRT/","עֲתֶרֶת ",,,,,", , , ",,"subs",,"abundance?",,,,,,"abundance?","abundance?",,,,,,,,,,,,,,,,,,
,5873,1,6140,"<TWD=/","עָתוּד II",,,,,", , , ",,"subs",,"store; ready",,,,,,"store; ready","store; ready",,,,,,,,,,,,,,,,,,
,5874,1,5716,"<VJCH/","עֲטִישָׁה ",,,,,", , , ",,"subs",,"sneezing",,,,,,"sneezing","sneezing",,,,,,,,,,,,,,,,,,
,5875,1,5715,"<VJN/","עֲטִין ",,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,
,5876,1,5722,"<VRH=/","עֲטָרָה II",,,,,", , , ",,"nmpr",,"Atarah",,,,,,"Atarah","Atarah",,,,,,,,,,,,,,,,,,
,5877,1,5725,"<VRWT_BJT_JW>B/","עַטְרֹות בֵּית יֹואָב ",,,,,", , , ",,"nmpr",,"Atroth Beth Joab",,,,,,"Atroth Beth Joab","Atroth Beth Joab",,,,,,,,,,,,,,,,,,
,5878,1,5726,"<VRWT_CWPN/","עַטְרֹות שֹׁופָן ",,,,,", , , ",,"nmpr",,"Atroth Shophan",,,,,,"Atroth Shophan","Atroth Shophan",,,,,,,,,,,,,,,,,,
,5879,1,5642,"<W<JM/","עִוְעִים ",,,,,", , , ",,"subs",,"confusion",,,,,,"confusion","confusion",,,,,,,,,,,,,,,,,,
,5880,1,5616,"<W>/","עַוָּא ",,,,,", , , ",,"nmpr",,"Avva",,,,,,"Avva","Avva",,,,,,,,,,,,,,,,,,
,5881,1,5617,"<WB[","עוב ","i-guttural","ii-waw",,,"i-guttural, ii-waw, , ","i-guttural, ii-waw","verb","hif","becloud",,,,,,,"hi: becloud;","qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: becloud; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,,,,"becloud",,,,,,,,,,
,5882,1,5619,"<WBL/","עֹובָל ",,,,,", , , ",,"nmpr",,"Obal",,,,,,"Obal","Obal",,,,,,,,,,,,,,,,,,
,5883,1,5657,"<WC[","עושׁ ","i-guttural","ii-waw",,,"i-guttural, ii-waw, , ","i-guttural, ii-waw","verb","qal","come to aid?",,,,,,,"qal: come to aid?;","qal: come to aid?; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","come to aid?",,,,,,,,,,,,,,,
,5884,1,5621,"<WG[","עוג ","i-guttural","ii-waw",,,"i-guttural, ii-waw, , ","i-guttural, ii-waw","verb","qal","bake",,,,,,,"qal: bake;","qal: bake; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","bake",,,,,,,,,,,,,,,
,5885,1,5652,"<WR==[","עור III","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","nif","be naked",,,,,,,"ni: be naked;","qal: ; qal pass: ; ni: be naked; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,"be naked",,,,,,,,,,,,,,
,5886,1,5656,"<WRT/","עַוֶּרֶת ",,,,,", , , ",,"subs",,"blindness",,,,,,"blindness","blindness",,,,,,,,,,,,,,,,,,
,5887,1,5658,"<WT=[","עות II","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","qal","<uncertain>",,,,,,,"qal: <uncertain>;","qal: <uncertain>; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","<uncertain>",,,,,,,,,,,,,,,
,5888,1,5660,"<WTH/","עַוָּתָה ",,,,,", , , ",,"subs",,"oppression",,,,,,"oppression","oppression",,,,,,,,,,,,,,,,,,
,5889,1,5960,"<YB===/","עֹצֶב IV",,,,,", , , ",,"subs",,"idol",,,,,,"idol","idol",,,,,,,,,,,,,,,,,,
,5890,1,5961,"<YB====/","עֶצֶב V",,,,,", , , ",,"subs",,"form?; vessel?",,,,,,"form?; vessel?","form?; vessel?",,,,,,,,,,,,,,,,,,
,5891,1,5962,"<YB=====/","עַצָּב VI",,,,,", , , ",,"subs",,"toiler",,,,,,"toiler","toiler",,,,,,,,,,,,,,,,,,
,5892,1,5967,"<YBT/","עַצֶּבֶת ",,,,,", , , ",,"subs",,"pain, injury",,,,,,"pain, injury","pain, injury",,,,,,,,,,,,,,,,,,
,5893,1,5972,"<YH[","עצה ","i-guttural",,"iii-hey",,"i-guttural, , iii-hey, ","i-guttural, iii-hey","verb","qal","blink",,,,,,,"qal: blink;","qal: blink; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision","blink",,,,,,,,,,,,,,,
,5894,1,5970,"<YH==/","עָצֶה III",,,,,", , , ",,"subs",,"spine; os sacrum",,,,,,"spine; os sacrum","spine; os sacrum",,,,,,,,,,,,,,,,,,
,5895,1,5971,"<YH===/","עֵצָה IV",,,,,", , , ",,"subs",,"wood",,,,,,"wood","wood",,,,,,,,,,,,,,,,,,
,5896,1,5976,"<YL[","עצל ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","nif","be sluggish",,,,,,,"ni: be sluggish;","qal: ; qal pass: ; ni: be sluggish; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,"be sluggish",,,,,,,,,,,,,,
,5897,1,5977,"<YLH/","עַצְלָה ",,,,,", , , ",,"subs",,"sluggishness",,,,,,"sluggishness","sluggishness",,,,,,,,,,,,,,,,,,
,5898,1,5979,"<YLTJM/","עֲצַלְתַּיִם ",,,,,", , , ",,"subs",,"great sluggishness",,,,,,"great sluggishness","great sluggishness",,,,,,,,,,,,,,,,,,
,5899,1,5978,"<YLWT/","עַצְלוּת ",,,,,", , , ",,"subs",,"sluggishness",,,,,,"sluggishness","sluggishness",,,,,,,,,,,,,,,,,,
,5900,1,5982,"<YM==/","עֹצֶם III",,,,,", , , ",,"subs",,"bones",,,,,,"bones","bones",,,,,,,,,,,,,,,,,,
,5901,1,5989,"<YMWT/","עֲצֻמֹות ",,,,,", , , ",,"subs",,"arguments",,,,,,"arguments","arguments",,,,,,,,,,,,,,,,,,
,5902,1,5990,"<YNJ/","עֶצְנִי ",,,,,", , , ",,"subs",,"<uncertain>",,,,,,"(uncertain)","(uncertain)",,,,,,,,,,,,,,,,,,
,5903,1,5992,"<YR=/","עֶצֶר II",,,,,", , , ",,"subs",,"coercion",,,,,,"coercion","coercion",,,,,,,,,,,,,,,,,,
,5904,1,5662,"<Z====/","עָז V",,,,,", , , ",,"subs",,"strength",,,,,,"strength","strength",,,,,,,,,,,,,,,,,,
,5905,1,5672,"<ZBWQ/","עַזְבּוּק ",,,,,", , , ",,"nmpr",,"Azbuk",,,,,,"Azbuk","Azbuk",,,,,,,,,,,,,,,,,,
,5906,1,5684,"<ZJ>/","עֻזִיָּא ",,,,,", , , ",,"nmpr",,"Uzzia",,,,,,"Uzzia","Uzzia",,,,,,,,,,,,,,,,,,
,5907,1,5686,"<ZJ>L=/","עֲזִיאֵל II",,,,,", , , ",,"nmpr",,"Aziel",,,,,,"Aziel","Aziel",,,,,,,,,,,,,,,,,,
,5908,1,5690,"<ZJZ>/","עֲזִיזָא ",,,,,", , , ",,"nmpr",,"Aziza",,,,,,"Aziza","Aziza",,,,,,,,,,,,,,,,,,
,5909,1,5692,"<ZN/","עַזָּן ",,,,,", , , ",,"nmpr",,"Azzan",,,,,,"Azzan","Azzan",,,,,,,,,,,,,,,,,,
,5910,1,5694,"<ZQ[","עזק ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","piel","dig about?",,,,,,,"pi: dig about?;","qal: ; qal pass: ; ni: ; pi: dig about?; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","no decision",,,"dig about?",,,,,,,,,,,,,
,5911,1,5703,"<ZRH==/","עֶזְרָה III",,,,,", , , ",,"nmpr",,"Ezrah",,,,,,"Ezrah","Ezrah",,,,,,,,,,,,,,,,,,
,5912,1,5705,"<ZRJ=/","עֶזְרִי II",,,,,", , , ",,"nmpr",,"Ezri",,,,,,"Ezri","Ezri",,,,,,,,,,,,,,,,,,
,5913,1,5680,"<ZZ/","עָזָז ",,,,,", , , ",,"nmpr",,"Azaz",,,,,,"Azaz","Azaz",,,,,,,,,,,,,,,,,,
,5914,1,6,">BDH=/","אֲבַדֹּה II",,,,,", , , ",,"subs",,"(place of) destruction",,,,,,"(place of) destruction","(place of) destruction",,,,,,,,,,,,,,,,,,
,5915,1,8,">BDN/","אַבְדָן I",,,,,", , , ",,"subs",,"destruction",,,,,,"destruction","destruction",,,,,,,,,,,,,,,,,,
